titulo;autores;isbn;calificacion_promedio
An American Childhood;Annie Dillard;60915188;3.91
The Writing Life;Annie Dillard;60919884;4.03
For the Time Being;Annie Dillard;375703470;4.16
The Maytrees;Annie Dillard;61239534;3.56
Teaching a Stone to Talk: Expeditions and Encounters;Annie Dillard;60915412;4.2
Plan B: Further Thoughts on Faith;Anne Lamott;1594481571;4.06
All New People;Anne Lamott;1582430543;3.62
Operating Instructions: A Journal of My Son's First Year;Anne Lamott;1400079098;4.19
Grace (Eventually): Thoughts on Faith;Anne Lamott;1594489424;3.98
Stiff: The Curious Lives of Human Cadavers;Mary Roach;141007451;4.06
A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember;Iain Levison;812967941;3.81
Stiff Upper Lip  Jeeves (Jeeves  #13);P.G. Wodehouse;184159105X;4.29
The Bonesetter's Daughter;Amy Tan;345457374;3.98
The Kitchen God's Wife;Amy Tan;143038109;4.0
The Short History of a Prince;Jane Hamilton;055299801X;3.64
The Guardian;Jane Hamilton;785282092;3.75
Sometimes a Great Notion;Ken Kesey-Charles Bowden;143039865;4.21
Sometimes A Great Notion;Ken Kesey;413372006;4.21
Sometimes A Great Notion;Ken Kesey;965450279;4.21
Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar;Richard Brautigan;395500761;4.15
Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away;Richard Brautigan;395706742;4.29
A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster;Richard Brautigan;395547032;4.25
An Unfortunate Woman;Richard Brautigan-Taylan Taftaf;312277105;3.78
The Tokyo-Montana Express;Richard Brautigan;2267002892;3.98
Hawkline Monster;Richard Brautigan;671807471;3.9
The Collected Stories;Eudora Welty;156189216;4.23
Complete Novels: The Robber Bridegroom  Delta Wedding  The Ponder Heart  Losing Battles  The Optimist's Daughter;Eudora Welty-Richard Ford-Michael Kreyling;188301154X;4.17
Eudora Welty: Stories  Essays  and Memoirs;Eudora Welty-Richard Ford-Michael Kreyling;1883011558;4.37
On Writing;Eudora Welty-Richard Bausch;679642706;4.04
Essential Welty: Why I Live at the P.O.  A Memory  Powerhouse and Petrified Man;Eudora Welty;61124192;3.97
Losing Battles;Eudora Welty;679728821;3.6
The Eye of the Story: Selected Essays and Reviews;Eudora Welty;679730044;4.06
One Writer's Beginnings;Eudora Welty;674639278;4.06
Eudora Welty Reads: Why I Live at the P.O.  and Others;Eudora Welty;155994093X;2.5
Delta Wedding;Eudora Welty-Sally Darling;1556909985;3.65
The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures;Anne Fadiman;374525641;4.17
Hegemony or Survival: America's Quest for Global Dominance;Noam Chomsky;805076883;3.96
The Chomsky-Foucault Debate: On Human Nature;Noam Chomsky-Michel Foucault-John Rajchman;1595581340;3.95
Media Control: The Spectacular Achievements of Propaganda;Noam Chomsky;1583225366;4.02
11 de Septiembre;Noam Chomsky;158322565X;3.73
Manufacturing Consent: The Political Economy of the Mass Media;Noam Chomsky-Edward S. Herman;375714499;4.24
On Anarchism;Noam Chomsky-Barry Pateman;1904859208;3.95
The Chomsky Reader;Noam Chomsky;1852421177;3.97
Language and Mind 3ed;Noam Chomsky;052167493X;3.87
Perilous Power: The Middle East & US Foreign Policy;Noam Chomsky-Gilbert Achcar-Stephan R. Shalom;1594513120;4.04
Propaganda and the Public Mind;Noam Chomsky-David Barsamian;074531788X;4.05
On Language;Noam Chomsky-Mitsou Ronat;1565844750;3.91
What Uncle Sam Really Wants;Noam Chomsky-Arthur Naiman-David Barsamian-Sandy Niemann;1878825011;3.99
Imperial Ambitions: Conversations on the Post-9/11 World;Noam Chomsky-David Barsamian;080507967X;3.97
On MisEducation (Critical Perspectives);Noam Chomsky-Donaldo Macedo;742529789;3.77
Aspects of the Theory of Syntax;Noam Chomsky;262530074;3.94
On Democracy & Education (Social Theory  Education & Cultural Change);Noam Chomsky-C.P. Otero;415926327;3.93
Cat Breaking Free (Joe Grey  #11);Shirley Rousseau Murphy;60578122;4.2
Confessions;Jean-Jacques Rousseau-Patrick Coleman-Angela Scholar;192822756;3.62
Cat Cross Their Graves (Joe Grey  #10);Shirley Rousseau Murphy;60578114;4.3
The Social Contract;Jean-Jacques Rousseau-Maurice Cranston;143037498;3.76
Cat in the Dark (Joe Grey  #4);Shirley Rousseau Murphy;61059471;4.25
Cat on the Edge (Joe Grey  #1);Shirley Rousseau Murphy;61056006;3.9
The Source;James A. Michener;375760385;4.3
Hawaii;James A. Michener;375760377;4.2
Chesapeake;James A. Michener;812970438;4.17
Caravans;James A. Michener;812969820;4.05
The Covenant;James A. Michener;749311614;4.18
Iberia;James A. Michener-Robert Vavra;449207331;3.7
Centennial;James A. Michener;449452697;4.23
Carrie (Biblioteca de Stephen King. 102  8);Stephen King-Gregorio Vlastelica;609810901;3.95
Carrie;Stephen King;9685957002;3.95
Cujo;Stephen King-María Antonieta Menini;9684193017;3.7
The Shining;Stephen King;743437497;4.21
The Shining;Stephen King-Campbell Scott;743536991;4.21
The Shining;Stephen King;1417618256;4.21
Marley & Me: Life and Love with the World's Worst Dog;John Grogan;61238228;4.13
Marley and Me: Life and Love With the World's Worst Dog;John Grogan;739461192;4.13
Wuthering Heights;Emily Brontë-Alice Hoffman;451529251;3.84
Brodie's notes on Aldous Huxley's brave new world;Graham Handley;333581296;0.0
The Moon Is Down;John Steinbeck;141185538;3.89
Ride the Moon Down;Terry C. Johnston;553572822;4.18
Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America;Margot Adler;143038192;4.03
Sing Down the Moon;Scott O'Dell;440979757;3.74
Light in August;William Faulkner;067964248X;3.94
The Transit of Venus;Shirley Hazzard;1860491812;3.87
Kingsblood Royal;Sinclair Lewis-Charles R. Johnson;375756868;3.96
Swann's Way (In Search of Lost Time  #1);Marcel Proust-Simon Vance-Lydia Davis;142437964;4.14
Swann's Way (Remembrance of Things Past  #1);Marcel Proust-C.K. Scott Moncrieff-Elizabeth Dalton;1593083777;4.14
Swann's Way (Remembrance of Things Past  #1);Marcel Proust-C.K. Scott Moncrieff;1414243677;4.14
The Death of Artemio Cruz;Carlos Fuentes-Alfred MacAdam;374522839;3.86
La muerte de Artemio Cruz;Carlos Fuentes;8434580330;3.86
Lady of the Lake;Elizabeth Mayne;373289804;3.26
A Kiss Before Dying;Ira Levin-Otto Penzler;786711647;3.94
A Kiss Before Dying (Sweet Valley High  #122);Francine Pascal-Kate William;553566407;3.68
The Satanic Verses;Salman Rushdie;312270828;3.71
The Satanic Verses;Salman Rushdie;014011890X;3.71
The City of Falling Angels;John Berendt;143036939;3.54
Falling Angel;William Hjortsberg-Ridley Scott-James Crumley;1933618086;3.92
Falling Angels (Luc Actar #1);Melissa M. Garcia;595377106;4.67
The Collaborator: The Trial and Execution of Robert Brasillach;Alice Kaplan;226424154;3.84
Ulysses;James Joyce-Craig Raine;679455132;3.73
Ulysses;James Joyce;1857151003;3.73
The Crazed;Ha Jin;434010537;3.49
Feng kuang;Ha Jin;9571341274;3.49
Chickenhawk: Back in the World Again: Life After Vietnam;Robert Mason;140158766;4.05
Nuns and Soldiers;Iris Murdoch-Karen Armstrong;142180092;3.93
Sir Gawain And The Green Knight;Michael Morpurgo-Michael Foreman;744586461;3.93
Night;Elie Wiesel;317649205;4.32
Cliffs Notes on Wiesel's Night;Maryam Riess;822008939;3.4
The Night Trilogy: Night  Dawn  the Accident;Elie Wiesel-Marion Wiesel;374521409;4.29
Strong Motion;Jonathan Franzen;184115749X;3.51
How to Be Alone;Jonathan Franzen;7153589;3.6
The Twenty-Seventh City;Jonathan Franzen;312420145;3.12
Second Ring of Power;Carlos Castaneda;671732471;4.02
The Active Side of Infinity;Carlos Castaneda;006092960X;4.16
Journey to Ixtlan;Carlos Castaneda;671732463;4.13
The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe;Carlos Castaneda;074341280X;4.04
Power of Silence;Carlos Castaneda;067173248X;4.21
Tales of Power;Carlos Castaneda;671732528;4.15
Fire from Within;Carlos Castaneda;671732501;4.13
The Art of Dreaming;Carlos Castaneda;1855384272;4.11
The Best Stories of Fyodor Dostoevsky;Fyodor Dostoyevsky-David Magarshack;345481267;4.26
The Best Short Stories;Fyodor Dostoyevsky-David Magarshack;375756884;4.26
Demons;Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky;375411224;4.26
The Idiot;Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky;375702245;4.18
Great Short Works of Fyodor Dostoevsky;Fyodor Dostoyevsky-Ronald Hingley;60726466;4.41
The Idiot;Fyodor Dostoyevsky-Constance Garnett-Joseph Frank;1593080581;4.18
Celtic Tree Mysteries: Practical Druid Magic & Divination;Steve Blamires-Sandy Leuthner;1567180701;3.93
Rebecca;Daphne du Maurier-Sally Beauman;1844080382;4.22
Betraying Spinoza: The Renegade Jew Who Gave Us Modernity;Rebecca Goldstein;805242090;3.92
Shadow of the Moon (Moon #5);Rebecca York;042520961X;3.79
Black Lamb and Grey Falcon;Rebecca West-Christopher Hitchens;014310490X;4.23
Operation Shylock: A Confession;Philip Roth;009930791X;3.77
Operation Shylock. Ein Bekenntnis;Philip Roth;3446176934;3.77
Operación Shylock;Philip Roth-Ramón Buenaventura;8497937554;3.77
Lost in the Funhouse;John Barth;385240872;3.71
Death of a Salesman: Text and Criticism;Arthur  Miller-Gerald Weales;140247734;3.5
Death of a Salesman;Arthur  Miller;435233076;3.5
CliffsNotes on Faulkner's As I Lay Dying (Cliffs Notes);James Lamar Roberts-William Faulkner-CliffsNotes;822002108;3.85
The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust;William Faulkner;706432088;4.1
CliffsNotes on Faulkner's Absalom  Absalom!;James Lamar Roberts-CliffsNotes;822001101;3.12
The Aeneid;Virgil-Robert Fagles-Bernard Knox;670038032;3.83
The Aeneid;Virgil-Robert Fitzgerald;679729526;3.83
The Aeneid;Virgil-David   West;140449329;3.83
Aeneid;Virgil-Stanley Lombardo-W. R. Johnson;872207315;3.83
Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergiliana;Virgil-G.P. Goold;674995864;4.41
The Aeneid;Virgil-W.F. Jackson Knight;140440518;3.83
The Castle of Otranto;Horace Walpole-E.F. Bleiler-Walter Scott;486434125;3.18
The Castle of Otranto;Horace Walpole;192834401;3.18
Messenger;Lois Lowry;385732538;3.91
Gossamer;Lois Lowry;618685502;3.89
Anastasia on Her Own (Anastasia Krupnik  #5);Lois Lowry;440402913;3.89
Stay!: Keeper's Story;Lois Lowry-True Kelley;440415241;3.92
Find a Stranger  Say Goodbye;Lois Lowry;440205417;3.66
The Silent Boy;Lois Lowry;440419808;3.72
Gathering Blue;Lois Lowry;385732562;3.81
See You Around  Sam! (Sam Krupnik  #3);Lois Lowry-Diane deGroat;440414008;3.68
King Lear;William Shakespeare;074348276X;3.9
King Lear;William Shakespeare-Roma Gill;019832054X;3.9
King Lear;William Shakespeare-R.A. Foakes;1903436591;3.9
King Lear;William Shakespeare-Barbara A. Mowat-Paul Werstine;743484959;3.9
The Turn of the Screw (Norton Critical Edition);Henry James-Deborah Esch-Jonathan Warren;039395904X;3.44
The Turn of the Screw;Henry James;140620613;3.44
The Turn of the Screw and The Aspern Papers;Henry James-Anthony Curtis;141439904;3.79
The Turn of the Screw and Other Short Fiction;Henry James-R.W.B. Lewis;553210599;3.8
The Turn of the Screw;Henry James-Peter G. Beidler;312406916;3.44
Much Ado About Nothing;William Shakespeare-Barbara A. Mowat-Paul Werstine-Robert          Jackson-Gail Kern Paster;743482751;4.06
Much Ado about Nothing;William Shakespeare-Mary Berry-Michael Clamp;052161872X;4.06
Much Ado About Nothing;William Shakespeare-David L. Stevenson;451526813;4.06
Much Ado about Nothing (Oxford School Shakespeare);William Shakespeare-Roma Gill;198320566;4.06
Much Ado about Nothing;William Shakespeare-Samuel West-Amanda Root-Arkangel Cast;1932219250;4.06
Much Ado about Nothing;William Shakespeare-F.H. Mares;521532507;4.06
Winter's Tale;Mark Helprin;156031191;3.5
Winter's Tales;Isak Dinesen-Karen Blixen;679743340;3.91
A Winter's Tale: The Wreck of the Florizel;Cassie Brown;969876742;3.93
Twelfth Night;William Shakespeare-Alan Durband;812036042;3.98
Twelfth Night;William Shakespeare-Barbara A. Mowat-Paul Werstine;743484967;3.98
Twelfth Night;William Shakespeare;141014709;3.98
Tempest (Star Wars: Legacy of the Force  #3);Troy Denning;345477529;3.82
Red: Passion and Patience in the Desert;Terry Tempest Williams;375725180;4.0
Hamlet  The Texts of 1603 and 1623;William Shakespeare-Neil Taylor;1904271553;4.01
Hamlet's Dresser: A Memoir;Bob      Smith;684852705;3.75
The Hamlet;William Faulkner;679736530;3.87
Othello;William Shakespeare;743477553;3.88
Othello;William Shakespeare-David Threlfall-Don Warrington-Anne-Marie Duff-Arkangel Cast;1932219269;3.88
Othello;William Shakespeare-Barbara A. Mowat-Paul Werstine;743482824;3.88
Julius Caesar;William Shakespeare-Roma Gill-فرنگیس شادمان;198320272;3.67
Julius Caesar;William Shakespeare-Barbara A. Mowat-Paul Werstine;743482743;3.67
Julius Caesar;William Shakespeare-John   Bowe-Michael Feast-Adrian Lester;1932219161;3.67
Julius Caesar;William Shakespeare-Marvin Spevack-Marga Munkelt;521535131;3.67
Julius Caesar;William Shakespeare-SparkNotes;1586638475;3.67
Cliffsnotes on Shakespeare's Henry IV  Part 1;James K. Lowers-William Shakespeare-CliffsNotes;822000237;3.88
King Henry IV  Part 1;William Shakespeare-David Scott Kastan;1904271359;3.82
Alice in Wonderland;Jane Carruth-Rene Cloke-Lewis Carroll;517223627;4.03
Alice's Adventures in Wonderland and Through the Looking Glass;Lewis Carroll;1857159047;4.07
Alice In Wonderland;Lewis Carroll-John Tenniel;439291496;4.01
The Alexandria Quartet  (The Alexandria Quartet #1-4);Lawrence Durrell;140153179;4.17
The Alexandria Quartet;Lawrence Durrell;571052045;4.17
Justine (The Alexandria Quartet #1);Lawrence Durrell;140153195;3.9
Clea (The Alexandria Quartet #4);Lawrence Durrell;140153225;4.19
Siddhartha;Hermann Hesse;613572742;4.01
Kate Vaiden;Reynolds Price;684846942;3.91
Jean-Jacques Rousseau and His World;Gavin de Beer;050013037X;3.2
Space;James A. Michener;749312025;3.97
Nature Girl;Carl Hiaasen;307262995;3.62
Stormy Weather;Carl Hiaasen;446677167;3.95
Skin Tight (Mick Stranahan  #1);Carl Hiaasen;446695696;3.96
Tourist Season;Carl Hiaasen;446695718;3.95
Native Tongue (Skink #2);Carl Hiaasen;044669570X;3.95
Sick Puppy;Carl Hiaasen;446695688;3.89
Flush;Carl Hiaasen;375821821;3.88
Double Whammy (Skink #1);Carl Hiaasen;446695661;3.93
Naked Came the Manatee;Carl Hiaasen-Elmore Leonard-Dave Barry-James W. Hall-Edna Buchanan-Les Standiford-Paul Levine-Brian Antoni-Tananarive Due-John Dufresne-Vicki Hendricks-Carolina Hospital-Evelyn Mayerson;449001245;3.49
Strip Tease;Carl Hiaasen;044669567X;3.84
Basket Case;Carl Hiaasen;044661193X;3.81
A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease;Carl Hiaasen-Edward Asner;375410465;4.45
Skinny Dip (Mick Stranahan #2);Carl Hiaasen;446615129;3.8
Hoot;Carl Hiaasen;440421705;3.82
The Man Without A Country;Edward Everett Hale;1406917893;3.72
Suburban Nation: The Rise of Sprawl and the Decline of the American Dream;Andrés Duany-Elizabeth Plater-Zyberk-Jeff Speck;865476063;4.08
The Bible Cure For Diabetes;Don Colbert;884196488;3.84
The Celestine Prophecy (Celestine Prophecy  #1);James Redfield;446671002;3.63
The Celestine Prophecy: A Pocket Guide to the Nine Insights;James Redfield;446912069;3.86
The Tenth Insight: Holding the Vision (Celestine Prophecy  #2);James Redfield;446674575;3.63
The Celestine Prophecy;James Redfield-Lou Diamond Phillips;1594831955;3.63
The Celestine Prophecy: An Experiential Guide;James Redfield;553503707;3.84
The Celestine Prophecy;James Redfield;044651862X;3.63
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values;Robert M. Pirsig;688052304;3.77
Дзен и искусство ухода за мотоциклом;Robert M. Pirsig;5890911856;3.77
The Dark Side Of Genius: The Life Of Alfred Hitchcock;Donald Spoto;030680932X;3.83
Enchantment: The Life of Audrey Hepburn;Donald Spoto;307237583;3.86
Marilyn Monroe: The Biography;Donald Spoto;815411839;4.03
Cross (Alex Cross  #12);James Patterson;316159794;4.0
Judge & Jury;James Patterson-Andrew Gross;316013935;3.99
The 6th Target (Women's Murder Club  #6);James Patterson-Maxine Paetro;316014796;4.03
3rd Degree (Women's Murder Club  #3);James Patterson-Andrew Gross;446614831;4.01
The Quickie;James Patterson-Michael Ledwidge;316117366;3.83
You've Been Warned;James Patterson-Howard Roughan;316014508;3.53
2nd Chance (Women's Murder Club  #2);James Patterson-Andrew Gross;446696633;4.03
1st to Die (Women's Murder Club  #1);James Patterson;446696617;4.07
Season of the Machete;James Patterson;446600474;3.24
School's Out—Forever (Maximum Ride  #2);James Patterson;316155594;4.15
Jack & Jill (Alex Cross  #3);James Patterson;446692654;3.96
The Midnight Club;James Patterson;446606383;3.81
Cat & Mouse (Alex Cross #4);James Patterson;446692646;3.98
Pop Goes the Weasel (Alex Cross  #5);James Patterson;446608815;3.99
Roses Are Red (Alex Cross  #6);James Patterson;747266999;4.04
Along Came a Spider (Alex Cross  #1);James Patterson;446692638;4.1
Black Friday;James Patterson;446609323;3.67
Honeymoon (Honeymoon  #1);James Patterson-Howard Roughan;446613371;3.82
Kiss the Girls (Alex Cross  #2);James Patterson;446677388;3.95
The Thomas Berryman Number;James Patterson;446600458;2.86
London Bridges (Alex Cross  #10);James Patterson;446613355;3.93
The Angel Experiment (Maximum Ride  #1);James Patterson;446617792;4.08
Hide and Seek;James Patterson;6498523;4.11
3rd Degree (Women's Murder Club  #3);James Patterson-Andrew Gross;446696641;4.01
The Jester;James Patterson-Andrew Gross;755300203;3.8
See How They Run;James Patterson;1568654235;3.84
Miracle on the 17th Green (Travis McKinley  #1);James Patterson-Peter de Jonge;316693359;3.66
When the Wind Blows (When the Wind Blows  #1);James Patterson;446676438;3.92
SantaKid;James Patterson-Michael Garland;316000612;3.89
Runaway Ralph;Beverly Cleary;440801346;3.96
Runaway Ralph;Beverly Cleary;671296116;3.96
A Little Prairie House;Laura Ingalls Wilder-Renée Graef;64435261;4.19
Private Parts;Howard Stern;671009443;3.76
The Private Parts of Women;Lesley Glaister;747526036;3.82
Green Arrow  Vol. 1: Quiver;Kevin Smith-Phil Hester-Ande Parks;1563899655;4.07
Quivers: A Life;Robin Quivers;60391537;3.51
Quiver;Stephanie Spinner;440238196;3.51
A Quiver Full of Arrows;Jeffrey Archer;312937695;3.78
Celebrations: Rituals of Peace and Prayer;Maya Angelou;1400066107;4.13
The Collected Autobiographies of Maya Angelou;Maya Angelou;679643257;4.62
And Still I Rise;Maya Angelou-Linda Sunshine-Diego Rivera;375505962;4.42
I Know Why the Caged Bird Sings;Maya Angelou;553279378;4.22
Life Doesn't Frighten Me;Maya Angelou-Jean-Michel Basquiat-Sara Jane Boyers;1556702884;4.4
Cumbres borrascosas;Emily Brontë;8497644743;3.84
Dreaming in Pictures: The Photography;Lewis Carroll-Douglas R. Nickel;300091699;4.01
Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas;Lewis Carroll-Graeme Base;810935201;4.14
